Date,Athlete,Period Name,Period Number,Max Acceleration,Max Deceleration,Acceleration Efforts,Deceleration Efforts,Accel + Decel Efforts,Accel + Decel Efforts Per Minute,Duration,Distance,Player Load,Max Velocity,Max Vel (% Max),Meterage Per Minute,Player Load Per Minute,Work/Rest Ratio,Max Heart Rate,Avg Heart Rate,Max HR (% Max),Avg HR (% Max),HR Exertion,Red Zone,Heart Rate Band 1 Duration,Heart Rate Band 2 Duration,Heart Rate Band 3 Duration,Heart Rate Band 4 Duration,Heart Rate Band 5 Duration,Heart Rate Band 6 Duration,Energy,High Metabolic Load Distance,Standing Distance,Walking Distance,Jogging Distance,Running Distance,HI Distance,Sprint Distance,Sprint Efforts,Sprint Dist Per Min,High Speed Distance,High Speed Efforts,High Speed Distance Per Minute,Impacts,Acceleration B2 Efforts (Gen 2),Acceleration B3 Efforts (Gen 2),Deceleration B2 Efforts (Gen 2),Deceleration B3 Efforts (Gen 2),Hi Accel,Hi Dec,Total Distance,Total Running Distance,Total Meaningfull Distance,Total HSR,Total Sprint Distance,Total Accels,Total Decels,Total Max Velocity,Total Max Velocity (%max),Total Player Load,Total Avg HR,Total Avg HR (%max),Total Session Hi Acc Efforts,Total Session Hi Dec Efforts,Session Total Distance,Session Total Meaningfull Distance,Session Total Running Distance,Session Total HSR,Session Total Sprint Distance,Session Total Accels,Session Total Decels,Session Max Velocity,Session Max Velocity (%max),Session Total Player Load,Session Avg HR,Session Avg HR (%max),Daily Total Distance,Daily Meaningfull Distance,Daily Running Distance,Daily HSR,Daily Sprint Distance,Daily Accels,Daily Decels,Daily Player Load,Daily Speed,Daily HR,Daily Max Velocity (%max),Daily Avg HR (%max),7d Avg Total Distance,7d Avg Meaningfull Distance,7d Avg HSR,7d Avg Sprint Distance,7d Avg Accels,7d Avg Decels,7d Avg Player Load,7d Max Speed,7d Hi Acc Efforts,7d Hi Dec Efforts,21d Avg Total Distance,21d Avg Meaningfull Distance,21d Avg HSR,21d Avg Sprint Distance,21d Avg Accels,21d Avg Decels,21d Avg Player Load,ACWR Total Distance,ACWR Meaningfull Distance,ACWR HSR,ACWR Sprint Distance,ACWR Accels,ACWR Decels,ACWR Player Load,Session Date,US_date,Position,Index,Sessions Today,Participation Status,Session Type,Session Number
8/3/2024,17,09 7V7,9,2.88,-3.57,3,4,7,2.33,0:03:00,330.44,32.19,10.9,69.9,110.15,10.73,0.21,175,165,87.5,82.6,5.97,0,0:00:00,0:00:01,0:00:50,0:02:07,0:00:00,0:00:00,79.31,24.59,1.09,141.29,171.21,16.6,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,17,10 FREE PERIOD,10,2.26,-2.41,1,1,2,0.3,0:06:40,278.1,17.23,7.84,50.27,41.72,2.58,0,129,107,64.5,53.72,7.02,0,0:04:52,0:01:47,0:00:00,0:00:00,0:00:00,0:00:00,60.51,3.17,9.66,250.29,18.23,0,0,0,0,0,0,0,0,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,18,Session,0,3.78,-4.86,31,30,61,0.71,1:26:00,3473.49,350.6,13.86,76.2,40.39,4.08,0.03,184,131,97.3,69.17,126.83,2.63,0:05:31,0:31:45,0:32:44,0:10:07,0:02:37,0:00:00,254.72,246.77,124.71,1857.88,1374.33,91.74,23.88,0,0,0,23.88,3,0.28,8,,,,,0,0,6946.99,,2979.9,47.76,0,62,60,13.86,76.2,701.19,140,74.04,0,0,3473.49,1489.95,,23.88,0,31,30,13.86,76.2,350.6,131,69.17,,,,,,,,,,,,,31832.33,16091.68,764.68,8.86,333,280,3126.28,89.93,0,0,65633.78,35829.5,1707.33,161.24,603,514,6315.92,1.45,1.35,1.34,0.16,1.66,1.63,1.48,8/3/2024,8/3/2024,Attacker,1,1,Full,Moderate Practice,1
8/3/2024,18,01 WARM UP,1,3.78,-3.15,9,8,17,1.21,0:14:02,844.61,89.25,13.29,73.05,60.19,6.36,0.07,162,113,85.7,59.72,13.36,0,0:05:11,0:01:58,0:03:12,0:00:26,0:00:00,0:00:00,62.09,76.45,33.88,389.52,377.34,34.46,9.4,0,0,0,9.4,1,0.67,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,18,02 HANDBALL,2,2.14,-2.87,1,2,3,0.74,0:04:02,262.67,18.31,9.18,50.46,65.12,4.54,0.02,140,130,74.1,68.62,5.73,0,0:00:00,0:01:03,0:02:58,0:00:00,0:00:00,0:00:00,18.73,9.09,4.48,200.33,54.99,2.3,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,18,03 4V4+4,3,2.47,-3,5,7,12,1.14,0:10:31,597.89,60.97,9.45,51.96,56.85,5.8,0.05,178,147,94.2,78.04,19.07,0.37,0:00:00,0:01:44,0:04:31,0:03:52,0:00:22,0:00:00,45.33,44.49,15.02,309.16,269.86,3.86,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,18,04 PATTERN 1V2,4,3.24,-2.47,2,2,4,0.17,0:23:16,495.39,49.95,9.96,54.75,21.29,2.15,0.01,158,125,83.6,66.18,31.24,0,0:00:11,0:12:18,0:10:35,0:00:10,0:00:00,0:00:00,34.06,11.21,17.13,264.56,208.14,5.56,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,18,05 FINAL THIRD TO GOAL,5,2.05,-1.98,1,0,1,0.05,0:18:29,179.06,23.09,6.96,38.25,9.69,1.25,0,156,122,82.5,64.38,23.6,0,0:00:08,0:13:32,0:04:47,0:00:00,0:00:00,0:00:00,12.06,4.04,30.48,134.3,13.78,0,0,0,0,0,0,0,0,5,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,18,06 7V7,6,2.94,-3.67,3,2,5,1.67,0:03:00,268.14,26.04,10.77,59.24,89.38,8.68,0.1,171,156,90.5,82.53,5.9,0,0:00:00,0:00:19,0:00:31,0:02:08,0:00:00,0:00:00,20.84,23.13,1.7,142.96,115.55,7.78,0,0,0,0,0,0,0,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,18,08 7V7,7,3.29,-4.13,6,5,11,3.67,0:03:00,322.47,32.45,13.86,76.2,107.49,10.82,0.22,180,171,95.2,90.69,8.94,1.11,0:00:00,0:00:00,0:00:16,0:01:37,0:01:06,0:00:00,25.33,42.97,1.89,124.63,162.3,25.93,7.88,0,0,0,7.88,1,2.63,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,18,09 7V7,8,2.91,-4.86,3,3,6,2,0:03:00,323.54,33.2,13.44,73.92,107.85,11.07,0.17,184,176,97.3,92.9,9.25,1.15,0:00:00,0:00:00,0:00:00,0:01:50,0:01:09,0:00:00,24.5,32.54,0.93,144.21,160.03,11.85,6.6,0,0,0,6.6,1,2.2,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,18,10 FREE PERIOD,9,2.02,-2.25,1,1,2,0.3,0:06:40,179.73,17.33,8.4,46.17,26.96,2.6,0,142,129,75.1,68.22,9.75,0,0:00:00,0:00:49,0:05:50,0:00:00,0:00:00,0:00:00,11.79,2.85,19.2,148.21,12.34,0,0,0,0,0,0,0,0,2,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,19,Session,0,3.42,-3.75,26,37,63,0.76,1:23:00,3604.99,412.53,13.51,80.55,43.43,4.97,0.03,168,141,84,70.27,107.74,0,0:00:12,0:24:33,0:45:21,0:04:33,0:00:00,0:00:00,283.11,204.3,98.11,2183,1226.81,87.51,9.53,0,0,0,9.53,1,0.11,42,,,,,0,0,7209.99,,2647.7,19.06,0,52,74,13.51,80.55,825.05,145,72.43,0,0,3604.99,1323.85,,9.53,0,26,37,13.51,80.55,412.53,141,70.27,,,,,,,,,,,,,24579.9,11482.46,235.86,0,157,173,2756.51,71.05,0,0,24579.9,11482.46,235.86,0,157,173,2756.51,3,3,3,,3,3,3,8/3/2024,8/3/2024,Defender,1,1,Full,Moderate Practice,1
8/3/2024,19,01 WARM UP,1,3.42,-2.83,8,12,20,1.43,0:14:02,838.84,107.13,11.58,69.04,59.77,7.63,0.04,157,140,78.5,69.95,8.09,0,0:00:12,0:01:17,0:04:12,0:00:00,0:00:00,0:00:00,66.79,60.29,20.68,448.43,336.99,32.74,0,0,0,0,0,0,0,16,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,19,02 HANDBALL,2,1.15,-1.69,0,0,0,0,0:04:02,231.57,22.89,6.33,37.72,57.41,5.68,0,151,147,75.5,73.26,6.05,0,0:00:00,0:00:00,0:04:02,0:00:00,0:00:00,0:00:00,17.07,0,4.41,204.93,22.22,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,19,03 4V4+4,3,2.83,-3.75,7,10,17,1.62,0:10:31,578.98,74.01,10.69,63.72,55.05,7.04,0.05,168,153,84,76.48,16.79,0,0:00:00,0:00:57,0:07:41,0:01:51,0:00:00,0:00:00,47.37,48.17,11.27,322.59,224.59,20.52,0,0,0,0,0,0,0,7,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,19,04 PATTERN 1V2,4,2.29,-2.39,2,3,5,0.21,0:23:16,877.41,86.22,13.51,80.55,37.71,3.71,0.02,167,138,83.5,68.82,32.15,0,0:00:00,0:10:40,0:11:56,0:00:39,0:00:00,0:00:00,65.48,40.56,19.4,494.88,329.88,23.89,9.53,0,0,0,9.53,1,0.41,4,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,19,05 FINAL THIRD TO GOAL,5,2.7,-2.79,6,7,13,0.7,0:18:29,309.96,39.58,9.52,56.77,16.77,2.14,0.01,150,130,75,65.01,24.85,0,0:00:00,0:09:33,0:08:55,0:00:00,0:00:00,0:00:00,25.48,25.57,26.33,237.82,43.25,2.56,0,0,0,0,0,0,0,7,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,19,06 7V7,6,1.92,-2.47,0,1,1,0.33,0:03:00,248.7,28.66,8.57,51.07,82.9,9.55,0.05,164,150,82,75.13,4.39,0,0:00:00,0:00:21,0:02:38,0:00:00,0:00:00,0:00:00,19.93,7.34,2.15,145.41,101.15,0,0,0,0,0,0,0,0,4,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,19,07 7V7,7,2.42,-2.39,1,2,3,1,0:03:00,275.18,29.87,9.35,55.71,91.73,9.96,0.04,167,164,83.5,81.76,5.93,0,0:00:00,0:00:00,0:00:57,0:02:02,0:00:00,0:00:00,21.66,9.52,1.43,155.9,115.17,2.57,0,0,0,0,0,0,0,3,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,19,10 FREE PERIOD,8,2.57,-2.6,2,2,4,0.6,0:06:40,244.36,24.16,9.54,56.84,36.65,3.62,0.02,155,142,77.5,71.2,9.49,0,0:00:00,0:01:41,0:04:58,0:00:00,0:00:00,0:00:00,19.33,12.85,12.44,173.04,53.56,5.23,0,0,0,0,0,0,0,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,20,Session,0,3.74,-4.25,39,33,72,0.84,1:26:00,3657.91,471.59,13.02,69.45,42.53,5.48,0.03,195,138,97.5,68.98,127.71,2.44,0:10:36,0:27:59,0:27:31,0:14:11,0:02:26,0:00:00,278.33,265.03,168.66,2137.76,1185.44,149.04,16.49,0,0,0,16.49,2,0.19,15,,,,,0,0,7315.82,,2701.94,32.98,0,78,66,13.02,69.45,943.18,146.5,73.25,0,0,3657.91,1350.97,,16.49,0,39,33,13.02,69.45,471.59,138,68.98,,,,,,,,,,,,,30491.8,14684.49,659.04,51.88,330,296,3812.79,90.99,0,0,62747.56,32606.68,1587.22,239.07,587,565,7705.85,1.46,1.35,1.25,0.65,1.69,1.57,1.48,8/3/2024,8/3/2024,Attacker,1,1,Full,Moderate Practice,1
8/3/2024,20,01 WARM UP,1,3.74,-2.73,10,9,19,1.35,0:14:02,849.25,117.97,13.02,69.45,60.52,8.41,0.06,183,136,91.5,68.18,19.56,0,0:04:07,0:01:07,0:06:42,0:01:50,0:00:00,0:00:00,65.39,64.03,38.29,405.15,366.27,29.31,10.22,0,0,0,10.22,1,0.73,2,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,20,02 HANDBALL,2,2.21,-1.73,1,0,1,0.25,0:04:02,243.69,29.88,7.33,39.13,60.42,7.41,0,178,161,89,80.51,7.75,0,0:00:00,0:00:00,0:01:36,0:02:25,0:00:00,0:00:00,17.83,2.35,6.09,211.71,25.72,0,0,0,0,0,0,0,0,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,20,03 4V4+4,3,3.08,-2.55,6,2,8,0.76,0:10:31,481.63,67.99,9.68,51.65,45.8,6.47,0.02,188,160,94,79.92,18.17,0.26,0:00:16,0:00:48,0:04:03,0:04:24,0:00:15,0:00:00,36.1,23.47,21.52,367.86,83.38,8.21,0,0,0,0,0,0,0,3,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,20,04 PATTERN 1V2,4,3.35,-2.15,1,2,3,0.13,0:23:16,654.46,66.97,11.46,61.15,28.13,2.88,0.01,166,126,83,62.78,28.02,0,0:02:37,0:13:33,0:05:47,0:00:12,0:00:00,0:00:00,47.25,24.81,40.19,420.74,169.92,23.6,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,20,05 FINAL THIRD TO GOAL,5,3.33,-4.25,5,3,8,0.43,0:18:29,289.16,40.01,12.92,68.95,15.64,2.16,0.02,164,121,82,60.64,21.6,0,0:02:24,0:11:23,0:03:40,0:00:00,0:00:00,0:00:00,22.5,40.36,33.95,121.41,97.16,31.27,5.3,0,0,0,5.3,1,0.29,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,20,06 7V7,6,2.85,-3.5,4,4,8,2.67,0:03:00,276.99,37.72,12.45,66.42,92.33,12.57,0.15,187,109,93.5,54.4,3.67,0.03,0:01:11,0:01:06,0:00:08,0:00:21,0:00:01,0:00:00,22.63,37.64,5.45,112.8,134.2,23.6,0.97,0,0,0,0.97,0,0.32,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,20,08 7V7,7,2.82,-3.6,6,7,13,4.33,0:03:00,279.74,37.82,10.66,56.88,93.25,12.61,0.13,189,174,94.5,87.07,6.49,0.09,0:00:00,0:00:00,0:00:26,0:02:28,0:00:05,0:00:00,23.19,32.81,3.65,136.79,131.12,8.29,0,0,0,0,0,0,0,2,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,20,09 7V7,8,2.35,-2.82,4,5,9,3,0:03:00,267.15,34.97,10.27,54.79,89.05,11.66,0.1,195,185,97.5,92.42,11.37,2.07,0:00:00,0:00:00,0:00:00,0:00:55,0:02:04,0:00:00,20.91,24.32,3.52,148.92,105.22,9.71,0,0,0,0,0,0,0,6,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,20,10 FREE PERIOD,9,2.72,-2.92,2,1,3,0.45,0:06:40,315.84,38.26,11.06,59.01,47.38,5.74,0.02,175,155,87.5,77.63,11.09,0,0:00:00,0:00:00,0:05:06,0:01:33,0:00:00,0:00:00,22.53,15.24,16,212.38,72.45,15.05,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,21,Session,0,4.3,-3.36,31,25,56,0.65,1:26:00,4084.24,438.11,13.71,79.91,47.49,5.09,0.03,178,141,86,68.28,120.68,0,0:07:30,0:25:29,0:48:30,0:04:27,0:00:00,0:00:00,294.66,223.59,149.86,2623.91,1168.1,125.85,13.3,0,0,0,13.3,1,0.15,49,,,,,0,0,8168.47,,2614.5,26.6,0,62,50,13.71,79.91,876.22,145.9,70.43,0,0,4084.24,1307.25,,13.3,0,31,25,13.71,79.91,438.11,141,68.28,,,,,,,,,,,,,28851.56,12584.83,238.96,18.43,217,193,3083.42,83.42,0,0,54424.37,26754.95,703.99,69.94,330,291,5920.57,1.59,1.41,1.02,0.79,1.97,1.99,1.56,8/3/2024,8/3/2024,Defender,1,1,Full,Moderate Practice,1
8/3/2024,21,01 WARM UP,1,3.48,-2.4,3,2,5,0.36,0:14:02,798.61,79.04,12.73,74.22,56.91,5.63,0.03,164,120,79.2,57.76,16.93,0,0:05:52,0:03:57,0:04:12,0:00:00,0:00:00,0:00:00,57.3,39.94,26.98,444.33,289.91,32.54,4.84,0,0,0,4.84,0,0.34,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,21,02 HANDBALL,2,1.78,-2.15,0,1,1,0.25,0:04:02,201.65,14.6,6.99,40.74,50,3.62,0,137,123,66.2,59.5,4.8,0,0:00:20,0:03:35,0:00:06,0:00:00,0:00:00,0:00:00,13.49,1.84,5.88,179.88,15.7,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,21,03 4V4+4,3,3.5,-3.29,8,9,17,1.62,0:10:31,495.16,55.23,11.69,68.13,47.08,5.25,0.04,172,145,83.1,69.98,14.69,0,0:01:01,0:02:37,0:06:31,0:00:19,0:00:00,0:00:00,37.34,54.63,18.5,324.44,116.26,36,0,0,0,0,0,0,0,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,21,04 PATTERN 1V2,4,4.3,-3.36,7,3,10,0.43,0:23:16,1134.77,118.08,13.71,79.91,48.77,5.08,0.05,174,144,84.1,69.43,32.74,0,0:00:06,0:08:45,0:13:39,0:00:45,0:00:00,0:00:00,80.47,62.4,31.09,614.84,450.08,30.18,8.46,0,0,0,8.46,1,0.36,10,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,21,05 FINAL THIRD TO GOAL,5,2.21,-2.48,5,3,8,0.43,0:18:29,372.92,66.28,7.63,44.47,20.18,3.59,0,163,141,78.7,67.93,25.91,0,0:00:10,0:05:46,0:12:32,0:00:00,0:00:00,0:00:00,27.59,25.71,49.31,275.51,47.91,0,0,0,0,0,0,0,0,21,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,21,07 7V7,6,2.06,-2.53,2,1,3,1,0:03:00,258.04,26.13,9.56,55.73,86.01,8.71,0.02,177,155,85.5,74.69,4.82,0,0:00:00,0:00:37,0:01:38,0:00:43,0:00:00,0:00:00,18.45,7.51,0.27,180.26,74.81,1.45,0,0,0,0,0,0,0,2,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,21,08 7V7,7,2.41,-2.44,3,2,5,1.67,0:03:00,230.12,22.15,9.02,52.57,76.71,7.38,0.05,178,167,86,80.59,5.63,0,0:00:00,0:00:00,0:01:23,0:01:36,0:00:00,0:00:00,17.26,13.98,1.25,165.1,61.83,0.66,0,0,0,0,0,0,0,2,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,21,09 7V7,8,2.13,-2.19,1,1,2,0.67,0:03:00,224.13,21.23,7.74,45.14,74.71,7.08,0.01,177,165,85.5,79.66,5.22,0,0:00:00,0:00:00,0:01:57,0:01:02,0:00:00,0:00:00,16.12,3.87,3.36,174.26,46.65,0,0,0,0,0,0,0,0,3,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,21,10 FREE PERIOD,9,3.29,-2.55,2,3,5,0.75,0:06:40,368.83,35.37,11.84,68.99,55.33,5.31,0.04,170,158,82.1,76.52,9.95,0,0:00:00,0:00:10,0:06:29,0:00:00,0:00:00,0:00:00,26.64,13.71,13.22,265.29,64.95,25.02,0,0,0,0,0,0,0,10,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Defender,,,Full,Moderate Practice,1
8/3/2024,22,Session,0,3.68,-4.12,33,31,64,0.74,1:26:00,3914.81,398.05,13.29,74.62,45.88,4.63,0.04,188,121,94,60.27,109.75,0.17,0:37:04,0:21:13,0:20:08,0:07:22,0:00:10,0:00:00,907.48,282.18,136.34,2291.51,1279.61,188.94,15.56,0,0,0,15.56,0,0.18,4,,,,,0,0,7829.62,,2968.22,31.12,0,66,62,13.29,74.62,796.09,136.5,68.22,0,0,3914.81,1484.11,,15.56,0,33,31,13.29,74.62,398.05,121,60.27,,,,,,,,,,,,,31792.05,15404.16,435.29,16.56,279,281,3351.99,86.96,0,0,57751.53,30842.55,1013.47,159,432,427,5977.51,1.65,1.5,1.29,0.31,1.94,1.97,1.68,8/3/2024,8/3/2024,Attacker,1,1,Full,Moderate Practice,1
8/3/2024,22,01 WARM UP,1,3.68,-2.48,4,4,8,0.57,0:14:02,842.79,91.15,12.63,70.96,63.06,6.5,0.04,147,110,73.5,55.07,16.17,0,0:06:16,0:05:48,0:01:57,0:00:00,0:00:00,0:00:00,190.24,52.96,31.63,465.62,306.05,34.65,4.83,0,0,0,4.83,0,0.34,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,22,02 HANDBALL,2,2.51,-3.37,1,2,3,0.74,0:04:02,270.3,26.38,10,56.16,67.02,6.54,0.01,142,129,71,64.64,5.31,0,0:00:12,0:02:07,0:01:42,0:00:00,0:00:00,0:00:00,61.2,7.65,5.24,210.45,51.8,2.81,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
8/3/2024,22,03 4V4+4,3,2.7,-2.59,2,1,3,0.29,0:10:31,570,60.84,8.73,49.01,54.2,5.78,0.02,155,133,77.5,66.45,14.31,0,0:01:19,0:02:39,0:06:31,0:00:00,0:00:00,0:00:00,130.75,13.17,15.54,420.02,133.51,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2024,8/3/2024,Attacker,,,Full,Moderate Practice,1
